id	times_submit	time_finish	source	source_info	IP	sex	grade	residence	school	SNS1	SNS2	SNS3	SNS4	SNS5	SNS6	SES1	SES2	SES3	SES4	SES5	SES6	SES7	SES8	SES9	SES10	CSES1	CSES2	CSES3	CSES4	EIB1	EIB2	EIB3	EIB4	EIB5	EIB6	EIB7	EIB8	total	SES3_r	SES5_r	SES9_r	SES10_r
770	2021/11/17 13:25:00	88秒	微信	N/A	113.81.107.50(广东-惠州)	1	4	2	1	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	2	3	3	3	3	3	3	3	4	3	3	4	3	2	3	3	2	2	2	2	86	3	2	2	2
771	2021/11/17 13:28:00	60秒	微信	N/A	113.81.104.46(广东-惠州)	2	3	1	1	.801953698731894	1.03545386468209	.900486926789826	.427219243729449	-.501334416034844	-.23495158232193	3	3	4	3	4	2	2	2	4	4	3	3	3	3	3	3	3	3	3	3	3	3	92	1	1	1	1
772	2021/11/17 13:30:47	139秒	微信	N/A	223.104.63.50(广东-惠州)	2	2	2	1	-.272261691643456	-1.71310691748451	.900486926789826	1.23392373747556	.390513124069247	-.23495158232193	3	3	2	3	2	3	3	3	3	3	5	5	5	4	3	3	4	4	4	4	4	3	99	3	3	2	2
773	2021/11/17 13:39:49	75秒	微信	N/A	183.46.139.191(广东-汕头)	2	2	1	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	2	3	2	3	3	4	3	3	7	6	7	6	4	4	4	4	4	4	4	3	118	3	3	2	2
774	2021/11/17 14:18:01	60秒	微信	N/A	211.66.120.171(广东-广州)	1	1	1	1	-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	3	2	3	3	3	3	3	2	2	5	4	4	4	3	3	3	3	3	3	3	3	86	3	2	3	3
775	2021/11/17 14:54:48	131秒	微信	N/A	117.136.39.207(广东-惠州)	2	4	1	1	-1.34647708201881	-.796919990095643	-2.71930987703528	-1.99289423750888	-2.28502949624303	-.23495158232193	3	3	1	4	3	4	4	4	2	2	3	3	5	3	4	4	3	2	2	2	3	3	79	4	2	3	3
776	2021/11/17 16:25:38	119秒	微信	N/A	106.61.38.193(云南-昆明)	2	3	2	1	-.272261691643456	-.796919990095643	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	2	2	3	3	2	3	3	3	3	3	3	4	4	4	3	3	4	3	2	2	3	3	88	2	3	2	2
777	2021/11/17 16:25:52	110秒	微信	N/A	106.61.48.118(云南-昆明)	2	3	2	1	-1.34647708201881	-2.62929384487338	-2.71930987703528	-1.99289423750888	-2.28502949624303	-1.85014415502998	2	3	2	3	3	3	2	3	3	3	4	3	4	4	3	3	4	3	3	3	3	3	75	3	2	2	2
778	2021/11/17 16:26:32	165秒	微信	N/A	220.197.228.161(云南-昆明)	2	3	2	1	.801953698731894	1.03545386468209	.900486926789826	-1.99289423750888	-1.39318195613894	-.23495158232193	3	3	1	3	3	3	3	3	2	1	7	6	5	5	4	4	3	3	3	4	4	4	98	4	2	3	4
779	2021/11/17 16:28:43	110秒	微信	N/A	106.61.127.158(云南-昆明)	2	3	2	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	3	2	3	1	4	3	4	3	3	4	5	4	6	4	4	4	4	4	4	4	4	111	3	4	2	2
780	2021/11/17 16:30:35	69秒	微信	N/A	14.28.23.54(广东-肇庆)	2	3	1	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	3	3	1	3	1	3	3	4	2	3	6	6	6	6	4	4	4	5	5	5	5	5	117	4	4	3	2
781	2021/11/17 16:33:30	138秒	微信	N/A	113.81.181.6(广东-惠州)	2	4	2	2	.801953698731894	.119266937293226	-.909411475122728	-.379485250016662	-1.39318195613894	-1.04254786867595	2	3	3	3	4	3	3	3	3	4	5	5	7	6	4	4	4	4	4	4	4	4	105	2	1	2	1
782	2021/11/17 16:52:18	113秒	微信	N/A	106.61.88.157(云南-昆明)	2	3	2	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	3	3	4	4	3	4	4	4	4	4	5	6	7	5	3	5	5	5	5	3	5	125	2	1	1	1
783	2021/11/17 17:02:12	107秒	手机提交	直接访问	14.204.20.130(云南-昆明)	1	2	2	1	.801953698731894	1.03545386468209	-.00446227416645099	.427219243729449	.390513124069247	-1.04254786867595	3	3	2	3	2	3	3	3	3	2	4	4	4	4	3	4	4	3	3	4	4	4	96	3	3	2	3
784	2021/11/17 17:15:30	94秒	手机提交	直接访问	106.61.197.67(云南-昆明)	2	2	2	1	-.272261691643456	.119266937293226	-.00446227416645099	-.379485250016662	.390513124069247	-.23495158232193	3	3	2	3	2	3	2	3	3	3	5	5	5	5	3	3	3	3	3	3	3	3	93	3	3	2	2
785	2021/11/17 17:28:12	40秒	微信	N/A	117.136.72.176(云南-昆明)	1	3	2	1	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	3	3	3	3	3	3	3	3	5	5	4	4	4	3	4	3	4	3	4	3	100	2	2	2	2
786	2021/11/17 17:29:53	130秒	手机提交	直接访问	106.61.35.122(云南-昆明)	1	3	2	1	.801953698731894	.119266937293226	-.909411475122728	-1.18618974376277	.390513124069247	-.23495158232193	3	3	2	3	2	3	3	4	3	3	5	5	4	5	3	4	4	3	3	4	4	4	98	3	3	2	2
787	2021/11/17 17:34:39	151秒	手机提交	直接访问	117.136.72.209(云南-昆明)	1	3	2	1	-1.34647708201881	-1.71310691748451	-.00446227416645099	-1.99289423750888	-.501334416034844	-1.85014415502998	1	3	3	3	3	3	3	3	3	3	5	5	5	6	4	3	4	4	3	3	3	3	90	2	2	2	2
788	2021/11/17 17:35:46	60秒	手机提交	直接访问	14.204.20.151(云南-昆明)	2	3	2	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	2	4	2	4	4	4	4	4	7	7	7	7	5	5	5	5	2	4	3	3	126	3	3	1	1
789	2021/11/17 17:37:47	87秒	手机提交	直接访问	117.136.85.10(云南-昆明)	1	3	2	1	-.272261691643456	.119266937293226	-.909411475122728	-.379485250016662	.390513124069247	-1.04254786867595	3	4	2	4	2	4	4	4	1	2	4	3	3	3	3	4	2	3	3	2	2	2	84	3	3	4	3
790	2021/11/17 17:52:41	229秒	微信	N/A	223.104.240.117(云南-未知)	2	4	2	1	-.272261691643456	-.796919990095643	-.00446227416645099	.427219243729449	.390513124069247	-.23495158232193	3	2	3	3	3	3	3	3	2	3	3	5	4	5	2	3	3	2	3	2	3	3	88	2	2	3	2
791	2021/11/17 18:12:32	82秒	手机提交	直接访问	117.136.72.133(云南-昆明)	1	2	1	1	-.272261691643456	1.03545386468209	-.00446227416645099	.427219243729449	.390513124069247	-.23495158232193	3	3	2	4	1	3	3	3	2	2	5	5	4	4	3	3	3	3	3	3	3	3	92	3	4	3	3
792	2021/11/17 19:08:46	84秒	微信	N/A	119.62.6.41(云南-昆明)	2	1	1	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	.390513124069247	.572644704032094	4	4	1	4	1	4	4	4	1	1	6	6	6	7	5	5	5	4	3	5	5	5	118	4	4	4	4
793	2021/11/17 19:08:53	67秒	微信	N/A	220.197.239.31(云南-昆明)	2	1	2	2	-.272261691643456	.119266937293226	-.909411475122728	-1.18618974376277	-.501334416034844	-1.04254786867595	3	3	2	3	2	3	3	3	2	2	5	5	6	5	5	4	4	4	4	3	3	3	95	3	3	3	3
794	2021/11/17 19:08:57	91秒	微信	N/A	117.136.84.64(云南-昆明)	2	1	1	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	-.501334416034844	-1.04254786867595	3	3	1	3	2	3	3	4	2	2	6	6	6	6	4	4	5	4	4	4	4	4	104	4	3	3	3
795	2021/11/17 19:09:01	96秒	微信	N/A	220.197.236.247(云南-昆明)	2	1	1	2	-.272261691643456	.119266937293226	-.00446227416645099	-.379485250016662	-.501334416034844	-.23495158232193	3	3	2	4	3	3	3	3	3	3	5	5	5	5	4	4	4	4	3	4	3	3	100	3	2	2	2
796	2021/11/17 19:09:12	108秒	微信	N/A	119.62.6.38(云南-昆明)	2	1	1	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	3	2	4	3	3	3	4	3	3	7	6	5	6	4	5	4	5	5	5	5	5	124	3	2	2	2
797	2021/11/17 19:09:16	116秒	微信	N/A	106.61.208.207(云南-昆明)	2	1	2	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	2	1	4	2	4	1	1	4	4	4	2	1	3	2	2	1	2	3	1	1	1	1	77	1	1	1	1
798	2021/11/17 19:09:23	120秒	微信	N/A	106.61.205.18(云南-昆明)	2	1	1	2	.801953698731894	.119266937293226	.900486926789826	1.23392373747556	.390513124069247	1.38024099038612	3	3	3	2	3	3	3	4	3	3	7	4	5	5	2	4	4	3	2	3	1	2	100	2	2	2	2
799	2021/11/17 19:09:32	128秒	微信	N/A	106.61.194.248(云南-昆明)	2	1	2	2	-.272261691643456	-1.71310691748451	-.00446227416645099	-1.18618974376277	-.501334416034844	-.23495158232193	3	2	2	3	3	2	2	3	3	2	4	4	4	4	3	3	3	3	3	3	3	3	83	3	2	2	3
800	2021/11/17 19:09:32	132秒	微信	N/A	220.197.232.171(云南-昆明)	2	1	1	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	-.23495158232193	3	3	2	3	2	3	3	3	3	2	5	5	5	5	4	3	4	4	3	3	3	3	97	3	3	2	3
801	2021/11/17 19:09:36	120秒	微信	N/A	119.62.6.45(云南-昆明)	2	1	2	2	.801953698731894	-.796919990095643	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	1	4	1	4	4	4	1	1	7	7	7	7	5	5	5	5	4	5	5	5	123	4	4	4	4
802	2021/11/17 19:09:36	130秒	微信	N/A	39.144.145.208(云南-昆明)	2	1	2	2	-.272261691643456	.119266937293226	.900486926789826	-.379485250016662	.390513124069247	-.23495158232193	3	2	2	3	3	3	3	4	3	3	3	4	4	4	3	3	4	4	3	4	3	3	94	3	2	2	2
803	2021/11/17 19:09:36	135秒	微信	N/A	223.104.240.25(云南-未知)	2	1	1	2	-.272261691643456	.119266937293226	-.00446227416645099	1.23392373747556	.390513124069247	-.23495158232193	3	3	1	3	1	4	4	4	2	1	6	5	6	6	4	4	4	4	3	3	2	3	100	4	4	3	4
804	2021/11/17 19:09:37	99秒	微信	N/A	39.144.145.161(云南-昆明)	2	1	2	2	-.272261691643456	.119266937293226	-.909411475122728	-1.18618974376277	.390513124069247	-.23495158232193	3	2	2	2	2	3	3	3	2	2	4	4	4	5	3	3	4	3	3	4	3	3	87	3	3	3	3
805	2021/11/17 19:09:39	141秒	微信	N/A	220.197.232.230(云南-昆明)	2	1	2	2	-.272261691643456	-1.71310691748451	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	2	2	2	2	3	2	2	3	2	2	5	5	3	4	2	2	3	2	2	3	2	2	79	3	2	3	3
806	2021/11/17 19:09:56	149秒	微信	N/A	119.62.6.40(云南-昆明)	2	1	2	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	3	3	3	3	3	3	3	3	5	5	4	5	4	4	4	4	4	4	4	4	105	2	2	2	2
807	2021/11/17 19:09:58	90秒	微信	N/A	39.144.145.157(云南-昆明)	2	1	2	2	-2.42069247239416	-.796919990095643	-1.814360676079	-1.99289423750888	-2.28502949624303	-1.85014415502998	3	3	2	3	2	3	3	4	3	3	5	6	6	5	4	4	5	4	4	4	4	4	94	3	3	2	2
808	2021/11/17 19:10:14	125秒	微信	N/A	119.62.6.43(云南-昆明)	2	1	2	2	-.272261691643456	.119266937293226	-.909411475122728	-1.18618974376277	-.501334416034844	-1.04254786867595	3	3	3	3	3	3	3	3	3	2	4	4	4	4	3	3	3	3	3	4	4	4	90	2	2	2	3
809	2021/11/17 19:10:15	113秒	微信	N/A	39.144.145.161(云南-昆明)	2	1	2	2	.801953698731894	1.03545386468209	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	1	3	1	3	3	3	1	1	5	5	5	5	4	4	4	4	4	4	4	4	100	4	4	4	4
810	2021/11/17 19:10:32	184秒	微信	N/A	117.136.85.253(云南-昆明)	2	1	2	2	.801953698731894	.119266937293226	.900486926789826	1.23392373747556	-.501334416034844	-1.04254786867595	3	2	2	2	3	2	3	4	3	2	3	5	5	5	2	4	3	4	2	4	3	4	94	3	2	2	3
811	2021/11/17 19:11:06	199秒	微信	N/A	119.62.6.34(云南-昆明)	2	1	2	2	-.272261691643456	-.796919990095643	-.00446227416645099	-1.18618974376277	-.501334416034844	-1.04254786867595	3	2	2	3	2	3	3	3	2	2	5	5	5	5	4	3	3	4	4	4	4	4	93	3	3	3	3
812	2021/11/17 19:11:16	235秒	微信	N/A	119.62.6.44(云南-昆明)	2	1	1	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	-.501334416034844	1.38024099038612	2	2	3	3	3	2	2	3	3	3	4	4	5	4	2	3	2	2	1	1	1	1	84	2	2	2	2
813	2021/11/17 19:15:34	483秒	微信	N/A	119.62.6.42(云南-昆明)	2	1	2	2	.801953698731894	-.796919990095643	-.00446227416645099	1.23392373747556	-.501334416034844	-.23495158232193	3	2	3	2	3	2	3	3	3	3	4	4	4	4	4	4	3	3	2	1	3	3	89	2	2	2	2
814	2021/11/17 19:17:18	75秒	微信	N/A	180.130.10.92(云南-昆明)	2	1	1	2	.801953698731894	.119266937293226	-1.814360676079	-1.18618974376277	-.501334416034844	-.23495158232193	4	2	1	4	4	2	3	3	4	2	4	3	6	3	5	2	4	3	2	5	5	3	93	4	1	1	3
815	2021/11/17 19:17:38	110秒	微信	N/A	106.61.241.96(云南-昆明)	2	1	2	2	.801953698731894	.119266937293226	-.00446227416645099	1.23392373747556	.390513124069247	1.38024099038612	2	2	2	2	2	3	3	4	2	2	5	5	5	5	4	4	4	4	4	4	4	4	103	3	3	3	3
816	2021/11/17 19:17:57	101秒	微信	N/A	39.144.145.92(云南-昆明)	2	1	2	2	.801953698731894	.119266937293226	.900486926789826	1.23392373747556	.390513124069247	1.38024099038612	3	2	2	3	3	2	2	3	3	3	5	5	5	6	4	4	4	3	3	4	3	3	103	3	2	2	2
817	2021/11/17 19:18:01	131秒	微信	N/A	119.62.6.38(云南-昆明)	2	1	1	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	.390513124069247	.572644704032094	3	3	2	3	2	3	3	3	1	1	4	5	5	5	3	4	4	3	3	3	4	4	99	3	3	4	4
818	2021/11/17 19:18:25	155秒	微信	N/A	223.104.240.199(云南-未知)	2	1	1	2	-.272261691643456	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	2	2	2	2	2	3	3	3	2	2	3	3	3	4	3	3	4	3	2	3	2	3	78	3	3	3	3
819	2021/11/17 19:18:38	172秒	微信	N/A	119.62.6.37(云南-昆明)	2	1	2	2	.801953698731894	1.03545386468209	.900486926789826	.427219243729449	.390513124069247	1.38024099038612	4	3	2	3	2	3	3	4	2	2	6	6	4	5	4	4	3	4	4	3	4	4	107	3	3	3	3
820	2021/11/17 19:18:59	89秒	微信	N/A	106.57.70.196(云南-昆明)	1	1	1	2	-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	4	3	3	3	3	3	3	3	3	5	5	5	5	4	3	3	3	3	3	3	3	94	2	2	2	2
821	2021/11/17 19:19:16	196秒	微信	N/A	119.62.6.34(云南-昆明)	2	1	1	2	-1.34647708201881	.119266937293226	-.00446227416645099	-1.99289423750888	-2.28502949624303	-1.85014415502998	3	2	1	3	2	3	3	3	1	1	2	4	4	3	3	3	3	2	4	3	2	3	72	4	3	4	4
822	2021/11/17 19:19:27	52秒	微信	N/A	117.136.72.146(云南-昆明)	2	1	2	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	-.23495158232193	3	3	3	3	3	3	3	3	3	3	5	5	5	5	4	4	4	4	4	4	4	4	110	2	2	2	2
823	2021/11/17 19:20:02	105秒	微信	N/A	106.61.193.242(云南-昆明)	2	1	1	2	-1.34647708201881	1.03545386468209	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	4	2	3	2	3	3	4	3	3	4	4	4	4	4	3	4	3	2	2	2	3	89	3	3	2	2
824	2021/11/17 19:20:06	228秒	微信	N/A	106.61.1.115(云南-昆明)	2	1	2	2	.801953698731894	1.03545386468209	.900486926789826	-.379485250016662	-.501334416034844	-.23495158232193	3	3	2	3	2	2	3	3	3	3	4	4	4	3	3	3	3	3	2	3	3	3	89	3	3	2	2
825	2021/11/17 19:20:28	116秒	微信	N/A	119.62.124.132(云南-昆明)	2	1	2	2	-.272261691643456	-.796919990095643	-.909411475122728	-.379485250016662	-1.39318195613894	-1.04254786867595	3	3	2	3	2	3	3	3	2	2	4	5	4	5	4	3	4	4	4	3	3	4	90	3	3	3	3
826	2021/11/17 19:21:02	251秒	微信	N/A	220.197.232.163(云南-昆明)	2	1	2	2	-.272261691643456	-1.71310691748451	-.00446227416645099	.427219243729449	-.501334416034844	-.23495158232193	2	2	2	2	2	2	2	3	3	2	4	3	3	3	3	4	4	3	3	4	4	4	84	3	3	2	3
827	2021/11/17 19:21:27	167秒	微信	N/A	39.144.145.2(云南-昆明)	2	1	2	2	.801953698731894	1.03545386468209	.900486926789826	-.379485250016662	.390513124069247	-.23495158232193	4	4	1	4	1	4	4	4	1	1	7	7	6	6	4	4	4	4	4	4	4	3	110	4	4	4	4
828	2021/11/17 19:21:38	139秒	微信	N/A	106.61.233.226(云南-昆明)	2	1	1	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	-.23495158232193	4	3	1	4	1	3	4	4	2	2	7	6	7	6	4	4	4	4	4	4	4	4	109	4	4	3	3
829	2021/11/17 19:21:44	188秒	微信	N/A	117.136.85.97(云南-昆明)	2	1	2	2	-.272261691643456	1.03545386468209	-.909411475122728	-1.18618974376277	-.501334416034844	-1.04254786867595	3	3	2	3	2	3	2	3	3	2	5	5	5	5	4	4	4	4	2	4	2	4	93	3	3	2	3
830	2021/11/17 19:21:52	176秒	微信	N/A	39.144.145.168(云南-昆明)	1	1	2	2	-.272261691643456	-1.71310691748451	-.00446227416645099	-1.18618974376277	.390513124069247	-1.04254786867595	2	3	1	3	2	3	3	3	2	2	5	5	5	5	4	4	4	4	4	4	4	4	94	4	3	3	3
831	2021/11/17 19:22:36	164秒	微信	N/A	14.204.0.59(云南-昆明)	2	1	2	2	-.272261691643456	-.796919990095643	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	2	3	2	3	1	3	2	3	2	2	5	4	3	5	3	3	3	3	2	3	2	3	85	3	4	3	3
832	2021/11/17 19:23:34	47秒	微信	N/A	119.62.6.38(云南-昆明)	1	1	2	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	4	4	4	4	4	4	4	4	7	7	7	7	5	5	5	5	5	5	5	5	138	1	1	1	1
833	2021/11/17 19:27:06	71秒	微信	N/A	117.136.85.63(云南-昆明)	1	1	2	2	-.272261691643456	-2.62929384487338	-.00446227416645099	-1.18618974376277	.390513124069247	-1.04254786867595	3	3	3	3	3	3	3	3	3	3	5	4	4	5	3	4	4	4	3	4	4	4	95	2	2	2	2
834	2021/11/17 19:27:21	49秒	微信	N/A	117.136.72.5(云南-昆明)	1	1	2	2	.801953698731894	-.796919990095643	.900486926789826	1.23392373747556	1.28236066417334	-.23495158232193	2	2	3	3	3	3	3	3	3	3	5	5	5	5	4	4	4	3	3	3	3	4	102	2	2	2	2
835	2021/11/17 19:28:12	60秒	微信	N/A	119.62.6.43(云南-昆明)	2	1	1	2	-.272261691643456	-.796919990095643	-.00446227416645099	-.379485250016662	-.501334416034844	-.23495158232193	3	2	2	3	3	3	3	3	3	3	5	5	5	5	4	4	4	4	4	4	4	4	100	3	2	2	2
836	2021/11/17 19:28:19	66秒	微信	N/A	106.61.89.118(云南-昆明)	1	1	2	2	-1.34647708201881	.119266937293226	-.909411475122728	-1.18618974376277	.390513124069247	-1.04254786867595	2	3	2	2	2	3	4	2	2	3	3	5	4	3	2	4	3	2	3	3	3	3	81	3	3	3	2
837	2021/11/17 19:28:23	131秒	微信	N/A	117.136.84.127(云南-昆明)	1	1	2	2	.801953698731894	1.03545386468209	.900486926789826	-.379485250016662	1.28236066417334	-.23495158232193	4	4	1	4	1	4	4	4	1	1	5	7	5	7	5	5	4	4	5	5	4	5	115	4	4	4	4
838	2021/11/17 19:28:43	133秒	微信	N/A	119.62.6.40(云南-昆明)	1	1	1	2	-.272261691643456	-.796919990095643	-1.814360676079	-1.99289423750888	-.501334416034844	-1.85014415502998	2	3	2	3	2	1	3	4	2	2	4	5	3	5	4	4	4	3	2	4	1	4	81	3	3	3	3
839	2021/11/17 19:28:55	104秒	微信	N/A	223.104.240.177(云南-未知)	1	1	2	2	.801953698731894	.119266937293226	-.909411475122728	.427219243729449	.390513124069247	.572644704032094	3	3	2	3	2	3	3	3	2	2	6	6	5	6	4	4	4	3	4	3	4	4	103	3	3	3	3
840	2021/11/17 19:28:57	131秒	微信	N/A	39.144.145.186(云南-昆明)	1	1	2	2	-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	4	4	2	3	3	3	3	3	3	3	5	5	5	5	4	4	4	4	4	4	4	4	101	3	2	2	2
841	2021/11/17 19:30:05	47秒	微信	N/A	220.197.235.244(云南-昆明)	1	1	2	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	4	4	4	4	4	4	4	4	7	7	7	7	5	5	5	5	5	5	5	5	138	1	1	1	1
842	2021/11/17 19:30:05	81秒	微信	N/A	119.62.6.35(云南-昆明)	1	1	1	2	-.272261691643456	.119266937293226	-.00446227416645099	-1.18618974376277	-1.39318195613894	-1.04254786867595	2	2	2	3	3	3	2	3	2	2	5	5	5	5	4	4	4	4	4	4	4	4	94	3	2	3	3
843	2021/11/17 19:30:19	48秒	微信	N/A	117.136.85.247(云南-昆明)	1	1	2	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	.572644704032094	4	4	4	4	1	3	3	3	3	3	5	5	5	6	4	4	4	4	4	4	4	4	114	1	4	2	2
844	2021/11/17 19:30:34	76秒	微信	N/A	220.197.236.211(云南-昆明)	1	1	1	2	.801953698731894	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	1	3	2	3	3	3	2	2	5	5	5	5	4	4	4	4	4	3	4	4	101	4	3	3	3
845	2021/11/17 19:30:38	98秒	微信	N/A	220.197.236.221(云南-昆明)	1	1	2	2	-.272261691643456	.119266937293226	-.00446227416645099	-1.18618974376277	-.501334416034844	-1.04254786867595	3	3	1	3	2	3	3	3	2	2	4	4	4	4	3	3	3	3	3	3	3	3	84	4	3	3	3
846	2021/11/17 19:30:56	57秒	微信	N/A	223.104.240.227(云南-未知)	1	1	2	2	-2.42069247239416	1.03545386468209	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	4	3	3	3	3	3	3	3	3	5	7	7	6	5	5	5	5	5	5	5	5	115	2	2	2	2
847	2021/11/17 19:31:08	109秒	微信	N/A	223.104.240.238(云南-未知)	2	1	2	2	-1.34647708201881	-.796919990095643	-.00446227416645099	-.379485250016662	.390513124069247	.572644704032094	3	3	3	3	2	2	3	3	3	3	4	4	4	4	3	3	3	2	3	3	3	3	88	2	3	2	2
848	2021/11/17 19:31:13	106秒	微信	N/A	119.62.124.55(云南-昆明)	1	1	2	2	.801953698731894	1.03545386468209	.900486926789826	-.379485250016662	-.501334416034844	.572644704032094	4	4	1	4	1	4	3	4	2	2	4	4	4	4	3	3	3	3	3	3	3	3	94	4	4	3	3
849	2021/11/17 19:31:13	121秒	微信	N/A	119.62.124.93(云南-昆明)	1	1	2	2	-.272261691643456	.119266937293226	-.00446227416645099	-.379485250016662	-.501334416034844	-1.04254786867595	2	3	2	3	2	2	2	2	2	2	5	4	4	4	3	3	3	3	3	4	3	3	84	3	3	3	3
850	2021/11/17 19:31:33	153秒	微信	N/A	180.130.2.18(云南-昆明)	1	1	1	2	-.272261691643456	.119266937293226	-.909411475122728	-1.18618974376277	.390513124069247	-1.04254786867595	3	3	1	3	1	3	3	3	1	1	5	5	4	6	4	4	4	4	4	4	4	4	93	4	4	4	4
851	2021/11/17 19:31:35	153秒	微信	N/A	106.57.117.91(云南-昆明)	2	1	2	2	-.272261691643456	-.796919990095643	-.00446227416645099	-.379485250016662	-.501334416034844	-.23495158232193	3	3	1	2	1	3	2	3	3	3	4	3	4	4	4	3	3	4	4	4	4	4	89	4	4	2	2
852	2021/11/17 19:31:41	158秒	微信	N/A	223.104.240.140(云南-未知)	1	1	2	2	.801953698731894	.119266937293226	.900486926789826	.427219243729449	1.28236066417334	.572644704032094	3	2	3	3	3	3	2	3	3	3	7	7	4	4	3	3	4	3	3	3	3	3	102	2	2	2	2
853	2021/11/17 19:31:45	164秒	微信	N/A	106.61.246.154(云南-昆明)	1	1	2	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	3	3	3	3	3	3	3	2	5	5	5	6	4	4	4	4	4	4	4	4	106	2	2	2	3
854	2021/11/17 19:31:48	172秒	微信	N/A	119.62.6.37(云南-昆明)	1	1	2	2	-.272261691643456	-.796919990095643	-.909411475122728	-1.18618974376277	-.501334416034844	-1.04254786867595	3	2	3	3	2	3	2	3	3	3	4	4	3	4	3	3	4	3	3	3	3	3	84	2	3	2	2
855	2021/11/17 19:31:50	168秒	微信	N/A	106.61.240.16(云南-昆明)	1	1	2	2	-.272261691643456	-.796919990095643	-.00446227416645099	-1.18618974376277	-.501334416034844	-.23495158232193	4	4	3	4	1	4	4	4	4	4	7	7	7	7	5	4	5	5	5	5	4	5	121	2	4	1	1
856	2021/11/17 19:31:54	137秒	微信	N/A	180.130.2.112(云南-昆明)	2	1	2	2	.801953698731894	1.03545386468209	-.00446227416645099	-.379485250016662	-.501334416034844	-1.04254786867595	3	2	1	3	2	2	2	3	3	3	5	5	4	4	4	4	3	3	4	3	3	3	91	4	3	2	2
857	2021/11/17 19:32:02	173秒	微信	N/A	39.144.145.84(云南-昆明)	1	1	1	2	.801953698731894	1.03545386468209	.900486926789826	-1.99289423750888	1.28236066417334	1.38024099038612	4	3	2	3	2	3	3	2	4	2	5	5	5	6	3	2	3	2	4	4	4	3	100	3	3	1	3
858	2021/11/17 19:32:04	171秒	微信	N/A	106.57.117.229(云南-昆明)	1	1	2	2	-2.42069247239416	-1.71310691748451	-1.814360676079	-.379485250016662	-.501334416034844	-1.04254786867595	2	2	2	2	2	3	3	4	2	2	4	4	4	4	3	3	3	3	3	3	4	4	80	3	3	3	3
859	2021/11/17 19:32:15	51秒	微信	N/A	117.136.72.213(云南-昆明)	1	1	2	2	.801953698731894	1.03545386468209	.900486926789826	-1.99289423750888	1.28236066417334	1.38024099038612	3	3	4	4	2	3	4	3	3	4	5	1	1	3	4	4	2	3	5	4	4	3	98	1	3	2	1
860	2021/11/17 19:32:19	157秒	微信	N/A	39.144.145.48(云南-昆明)	1	1	2	2	.801953698731894	-.796919990095643	-.909411475122728	-.379485250016662	.390513124069247	.572644704032094	3	3	3	3	3	3	3	3	2	2	4	4	4	4	3	3	3	2	3	4	3	3	90	2	2	3	3
